taskNum,completionTime,angleDiff,errors
1,8154,1.6351414,0
2,14355,2.5726712,0
3,18624,1.2893541,2
4,10046,3.375896,1
5,7882,1.8833996,0
6,35764,3.890222,3
7,21980,1.7623118,0
8,21874,2.8689919,1
9,6075,1.2881395,0
10,6752,1.4814422,0
11,12150,2.5647485,1
12,7286,0.6477026,0
