taskNum,completionTime,angleDiff,errors
1,5096,1.993237,0
2,9478,1.6786022,0
3,11593,3.016878,0
4,10580,2.0800924,0
5,9941,1.1696752,0
6,8030,1.2929912,0
7,13360,1.8439208,0
8,15240,0.89349854,0
9,13145,0.8873455,0
10,13577,3.6085694,1
11,14390,1.708642,0
12,4447,0.84301746,0
