taskNum,completionTime,angleDiff,errors
1,13994,3.1159246,0
2,18905,1.3288153,0
3,17472,1.7109311,0
4,18206,2.4473066,0
5,26653,4.0941586,0
6,14475,2.147122,0
7,9728,3.682863,0
8,40878,1.06016,0
9,19325,3.0570862,0
10,13791,2.707571,0
11,8160,3.9256785,0
12,26224,0.46646103,0
