taskNum,completionTime,angleDiff,errors
1,7530,0.7962254,0
2,25488,1.4188318,0
3,11447,3.9467595,0
4,7630,3.5778515,0
5,7229,2.8202865,0
6,6062,0.6549129,0
7,8629,1.9318167,0
8,8243,0.2683408,0
9,6565,0.545362,0
10,10546,3.6230748,0
11,9263,2.2625,0
12,5513,1.8591394,0
