taskNum,completionTime,angleDiff,errors
1,11178,2.38937,0
2,34383,1.2808273,0
3,30098,1.3573706,2
4,13096,2.3306653,0
5,17408,2.4261055,0
6,56220,3.2104566,0
7,19056,3.1948137,1
8,5730,0.5539061,0
9,6296,0.7783304,0
10,13361,2.722275,1
11,6181,1.7282277,0
12,12477,1.44561,0
