taskNum,completionTime,angleDiff,errors
1,2854,1.3636988,0
2,12058,1.4483149,0
3,7852,1.2354128,0
4,4238,2.6265683,0
5,7169,1.4687072,0
6,6341,1.809211,0
7,7622,3.5006604,0
8,5352,1.5303005,0
9,4662,2.3735936,0
10,5656,1.6916078,0
11,4827,1.0048214,0
12,3258,0.8280293,0
