taskNum,completionTime,angleDiff,errors
1,7132,1.3181703,0
2,7385,1.0210482,0
3,5630,1.5389707,0
4,10127,1.6729975,0
5,13270,3.2077734,0
6,8383,0.71981746,0
7,18149,1.8540804,0
8,12766,1.1439646,0
9,9211,2.6235867,0
10,7019,2.07821,0
11,8275,1.6071382,0
12,9725,0.72198886,0
