taskNum,completionTime,angleDiff,errors
1,5924,0.61037487,0
2,7320,0.94542474,0
3,11586,0.8089035,0
4,13252,1.0653155,0
5,15574,1.7458014,0
6,9947,0.1480375,0
7,11532,1.1602691,0
8,7092,0.4297827,0
9,20308,1.345207,0
10,18637,1.063845,0
11,8292,2.031356,0
12,12350,1.0950241,0
