taskNum,completionTime,angleDiff,errors
1,25735,0.8420885,0
2,12059,1.4563985,0
3,7411,2.2687187,0
4,13876,1.2617414,0
5,9344,0.26244247,0
6,10227,1.6767361,0
7,7413,0.73700964,0
8,7409,0.90394926,0
9,16474,0.79327095,0
10,13225,0.27976462,0
11,9947,3.1098895,0
12,8364,1.2220358,0
