taskNum,completionTime,angleDiff,errors
1,4449,2.7732668,0
2,4368,1.9683422,0
3,7477,1.4265339,1
4,5609,2.209643,0
5,7048,3.1159246,0
6,4187,2.1361573,0
7,5940,3.6979234,0
8,3935,1.4772093,0
9,5042,1.597368,0
10,4737,0.9891201,0
11,4617,1.8285755,0
12,3319,1.5389707,0
