taskNum,completionTime,angleDiff,errors
1,3884,2.0950902,0
2,4281,0.523392,0
3,9862,4.030954,0
4,5082,0.96102566,0
5,6529,1.5561669,0
6,5265,4.542488,0
7,7246,3.1389518,0
8,4165,1.5169438,0
9,7196,2.3121202,0
10,5228,2.308732,0
11,4680,0.57878196,0
12,4662,1.3722812,0
