taskNum,completionTime,angleDiff,errors
1,10426,0.69997174,0
2,6914,1.1562146,0
3,8495,1.8742346,0
4,6413,1.4044157,0
5,12844,0.4579946,0
6,7414,0.36261645,0
7,7258,1.0512633,0
8,6464,0.43700644,0
9,7594,0.8996095,0
10,12742,1.4385542,1
11,9028,0.58683974,0
12,14542,1.2580138,0
