taskNum,completionTime,angleDiff,errors
1,6047,0.68983483,1
2,6164,1.4655063,0
3,3730,1.1106378,0
4,7314,1.215614,0
5,5949,2.021313,0
6,9524,1.4110876,1
7,2780,0.76922673,0
8,3233,2.0710418,0
9,4695,3.4511142,0
10,3331,1.9754871,0
11,5464,2.0864797,0
12,8128,2.2514021,0
13,8962,4.520374,1
14,6779,2.1006868,0
15,7712,1.3642726,0
