taskNum,completionTime,angleDiff,errors
1,8514,1.4930204,1
2,10643,1.8582972,0
3,24253,2.693368,0
4,21872,1.291174,0
5,10626,4.5064974,0
6,12510,1.3193574,0
7,13741,1.684653,0
8,9295,0.3357176,0
9,11175,1.1071087,0
10,12642,2.586629,0
11,9512,1.5303005,0
12,7429,0.81852216,0
