taskNum,completionTime,angleDiff,errors
1,6430,1.0943092,0
2,20257,2.7072816,0
3,10110,3.072666,0
4,6246,1.8405219,0
5,11911,2.471495,0
6,8195,2.2307956,0
7,5663,1.4585466,0
8,9030,0.69210035,0
9,9261,0.46813592,0
10,4598,2.7409015,0
11,7113,1.2978249,0
12,8027,2.7245743,0
