taskNum,completionTime,angleDiff,errors
1,3815,3.000487,0
2,5196,4.085545,0
3,4981,2.1284487,0
4,2549,3.148165,0
5,4765,3.6011865,0
6,5748,2.2014804,0
7,5779,2.1961408,0
8,4662,1.3229121,0
9,3814,2.6143212,0
10,5815,2.3795218,0
