taskNum,completionTime,angleDiff,errors
1,19850,4.1231203,1
2,9820,2.879613,0
3,6501,3.634077,0
4,8890,2.7811584,0
5,7078,3.055806,0
6,6283,1.2123903,0
7,11031,4.0371637,0
8,6794,2.7534382,0
9,9528,4.1303287,0
10,5247,1.8379685,0
