taskNum,completionTime,angleDiff,errors
1,9660,2.4901106,0
2,9777,1.9188076,0
3,4682,1.6051888,0
4,7191,3.8401964,0
5,6912,1.4740269,0
6,4631,1.168336,0
7,6012,3.3765917,0
8,5714,2.9798062,0
9,6929,2.8138957,0
10,8645,1.7136738,0
