taskNum,completionTime,angleDiff,errors
1,14626,2.3795218,0
2,11627,0.5293398,0
3,6014,1.0871333,0
4,8816,2.5817826,0
5,8028,1.3358649,0
6,8494,1.448855,0
7,7642,0.860477,0
8,6165,2.2367525,0
9,7063,3.6549122,0
10,7195,2.1724901,0
