taskNum,completionTime,angleDiff,errors
1,68040,3.2825503,1
2,20219,4.2552414,0
3,10594,3.0145416,2
4,18622,4.0243454,2
5,5215,1.5821052,0
6,9908,2.244438,0
7,4465,4.5064974,0
8,12075,2.147122,2
9,7262,1.8388199,0
10,14623,4.276163,3
