taskNum,completionTime,angleDiff,errors
1,74033,2.9284008,0
2,9809,4.4223247,0
3,9355,3.2381332,0
4,4190,4.059016,0
5,10253,1.9822114,0
6,7799,2.8161204,0
7,34947,2.1255047,0
8,10633,2.8133395,0
9,6780,3.3551955,0
10,6087,4.4260406,0
