taskNum,completionTime,angleDiff,errors
1,9361,4.432227,1
2,8862,1.6042134,0
3,5830,1.2586359,0
4,10229,3.681375,0
5,25450,4.5576296,1
6,7346,1.2398398,0
7,12576,4.4964104,0
8,11844,3.5344865,1
9,6827,4.0901413,0
10,5347,1.2869235,0
