taskNum,completionTime,angleDiff,errors
1,14009,3.2395833,1
2,20203,4.13355,1
3,8327,4.4828086,0
4,3130,1.467641,0
5,9661,3.2511609,0
6,6795,4.362079,0
7,6114,4.5172553,0
8,5763,2.1273453,0
9,5326,2.3887148,0
10,5901,2.029814,0
