taskNum,completionTime,angleDiff,errors
1,14440,2.0539641,0
2,6881,2.393625,0
3,9212,2.9278657,0
4,8009,2.1088681,0
5,7944,2.4485857,0
6,7729,4.055157,0
7,8034,3.3835394,0
8,4663,1.2143257,0
9,7947,3.871867,0
10,8662,2.7650692,0
