taskNum,completionTime,angleDiff,errors
1,47822,2.670603,0
2,17909,3.0267215,0
3,7913,2.7348976,0
4,10094,4.548344,0
5,7796,2.0186005,0
6,9684,4.3451757,0
7,25101,4.138093,0
8,15923,4.040265,0
9,8228,2.2814486,0
10,6863,1.9147239,0
