taskNum,completionTime,angleDiff,errors
1,5363,2.708438,1
2,4053,3.2612574,0
3,4573,2.6948204,0
4,4969,2.916079,0
5,6362,3.413483,0
6,3741,1.6800005,0
7,7961,2.3144886,0
8,4363,2.1280808,0
9,4315,1.0355103,0
10,3912,2.2524447,0
