taskNum,completionTime,angleDiff,errors
1,10746,1.0950241,0
2,7678,2.7923937,0
3,9345,3.2393415,1
4,4813,4.0509076,0
5,5395,3.3805304,0
6,4996,4.4642587,0
7,7662,4.5569425,0
8,4412,2.0630896,0
9,4597,2.7280197,0
10,3996,1.8507001,0
