taskNum,completionTime,angleDiff,errors
1,27446,3.3027582,0
2,11668,3.8855908,0
3,4988,3.60922,0
4,23615,4.323501,2
5,10611,4.3437343,0
6,6915,3.6985588,0
7,9462,3.7339478,0
8,12763,3.5756629,0
9,7538,4.367639,1
10,9685,3.407745,0
